"SA32023_V1_00_usual_residence_address","SA32023_V1_00_NAME_usual_residence_address","SA32023_V1_00_NAME_ASCII_usual_residence_address","SA32023_V1_00_workplace_address","SA32023_V1_00_NAME_workplace_address","SA32023_V1_00_NAME_ASCII_workplace_address","2018_Work_at_home","2018_Drive_a_private_car_truck_or_van","2018_Drive_a_company_car_truck_or_van","2018_Passenger_in_a_car_truck_van_or_company_bus","2018_Public_bus","2018_Train","2018_Bicycle","2018_Walk_or_jog","2018_Ferry","2018_Other","2018_Total_stated","2023_Work_at_home","2023_Drive_a_private_car_truck_or_van","2023_Drive_a_company_car_truck_or_van","2023_Passenger_in_a_car_truck_van_or_company_bus","2023_Public_bus","2023_Train","2023_Bicycle","2023_Walk_or_jog","2023_Ferry","2023_Other","2023_Total_stated"
"Total","Total","Total","55720","Tawa","Tawa",474,1113,219,93,57,54,15,156,0,12,2190,1356,1494,306,156,63,87,21,144,3,30,3660
"55730","Grenada","Grenada","Total","Total","Total",156,960,162,99,141,246,21,21,0,24,1827,579,1008,198,105,138,228,12,30,0,21,2316
"Total","Total","Total","55730","Grenada","Grenada",156,723,312,66,24,15,6,21,0,12,1335,579,1080,441,105,36,33,6,24,0,21,2319
"55740","Johnsonville","Johnsonville","Total","Total","Total",408,2235,276,255,741,555,105,195,0,99,4869,1278,2463,291,216,951,468,93,216,0,96,6075
"Total","Total","Total","55740","Johnsonville","Johnsonville",408,1509,204,126,135,63,18,270,0,30,2760,1278,1632,246,186,213,81,27,261,0,36,3954
"55750","Broadmeadows","Broadmeadows","Total","Total","Total",75,384,51,45,123,63,12,12,0,18,780,237,405,54,63,147,45,15,9,0,21,1002
"Total","Total","Total","55750","Broadmeadows","Broadmeadows",75,24,12,0,0,3,0,3,0,0,117,237,27,12,0,3,0,0,3,0,0,279
"55760","Khandallah","Khandallah","Total","Total","Total",570,1803,228,207,516,456,174,171,0,93,4224,1092,1797,231,186,537,459,225,153,0,105,4779
"Total","Total","Total","55760","Khandallah","Khandallah",570,507,63,30,36,24,15,111,0,9,1368,1092,516,63,48,33,24,18,111,0,15,1917
"55770","Ngaio","Ngaio","Total","Total","Total",318,1113,123,111,336,513,171,90,0,78,2859,693,1140,132,111,306,567,198,108,0,60,3312
"Total","Total","Total","55770","Ngaio","Ngaio",318,204,42,15,9,12,3,39,0,3,651,693,219,66,9,9,6,9,48,0,3,1062
"55780","Crofton Downs","Crofton Downs","Total","Total","Total",99,357,48,39,24,186,27,36,0,30,849,279,408,45,42,21,207,48,27,0,27,1101
"Total","Total","Total","55780","Crofton Downs","Crofton Downs",99,231,12,12,9,18,3,30,0,6,417,279,327,21,30,12,24,6,36,0,15,753
"55790","Pipitea-Kaiwharawhara","Pipitea-Kaiwharawhara","Total","Total","Total",69,120,30,12,78,9,21,234,0,15,585,111,129,27,9,84,9,18,234,0,18,636
"Total","Total","Total","55790","Pipitea-Kaiwharawhara","Pipitea-Kaiwharawhara",69,3486,609,468,1728,2265,423,1380,24,300,10755,111,4266,738,486,2175,2775,576,1458,33,372,12987
"55800","Wadestown","Wadestown","Total","Total","Total",231,636,69,84,396,9,87,426,0,57,1995,471,651,63,96,411,15,123,417,0,72,2319
"Total","Total","Total","55800","Wadestown","Wadestown",231,105,27,9,12,0,0,30,0,6,423,471,138,39,9,18,3,9,33,0,6,732
"55810","Wilton","Wilton","Total","Total","Total",129,381,33,51,321,3,66,105,0,30,1119,276,369,45,42,282,3,87,81,0,27,1212
"Total","Total","Total","55810","Wilton","Wilton",129,69,9,3,9,3,0,9,0,0,231,276,90,15,15,9,3,6,18,0,3,429
"55820","Thorndon","Thorndon","Total","Total","Total",219,333,45,33,225,33,48,1521,0,36,2496,498,369,48,36,216,30,51,1386,0,63,2703
"Total","Total","Total","55820","Thorndon","Thorndon",219,2658,162,480,1845,2379,405,1305,12,237,9705,498,2499,171,339,1728,2040,390,1098,12,273,9051
"55830","Churton Park-Glenside","Churton Park-Glenside","Total","Total","Total",327,1806,246,195,579,108,42,66,0,48,3408,1161,1971,300,198,612,117,36,54,0,54,4503
"Total","Total","Total","55830","Churton Park-Glenside","Churton Park-Glenside",327,312,48,18,21,3,0,48,0,6,783,1161,357,84,27,27,6,3,45,0,12,1725
"55840","Paparangi","Paparangi","Total","Total","Total",120,564,78,72,276,24,12,36,0,30,1212,315,618,99,69,321,24,18,36,0,33,1530
"Total","Total","Total","55840","Paparangi","Paparangi",120,219,12,9,15,9,6,21,0,3,414,315,249,9,9,15,9,6,21,0,3,633
"55850","Newlands","Newlands","Total","Total","Total",288,1770,270,246,903,45,63,87,0,63,3729,951,1869,351,198,969,33,66,54,0,57,4548
"Total","Total","Total","55850","Newlands","Newlands",288,1251,516,165,102,39,12,87,0,30,2487,951,1623,633,195,114,54,24,63,0,39,3696
"55860","Karori","Karori","Total","Total","Total",753,2679,285,327,1902,15,285,468,0,216,6939,1797,2628,285,306,1914,21,456,441,0,219,8070
"Total","Total","Total","55860","Karori","Karori",753,876,102,51,141,12,21,204,0,27,2190,1797,837,96,66,171,18,27,237,0,33,3285
"55870","Northland (Wellington City)","Northland (Wellington City)","Total","Total","Total",189,525,54,57,411,9,84,492,0,72,1893,420,546,51,51,489,24,129,477,0,66,2250
"Total","Total","Total","55870","Northland (Wellington City)","Northland (Wellington City)",189,141,18,12,12,0,3,36,0,3,417,420,132,21,6,12,0,3,27,0,12,633
"55880","Kelburn","Kelburn","Total","Total","Total",270,441,33,42,228,18,63,1116,0,66,2271,447,432,33,39,324,18,75,1011,3,114,2490
"Total","Total","Total","55880","Kelburn","Kelburn",270,678,36,54,330,141,84,495,0,51,2142,447,918,51,105,540,261,153,546,6,69,3102
"55890","Wellington Central","Wellington Central","Total","Total","Total",138,141,15,15,87,30,15,1005,3,12,1461,342,159,18,15,138,27,9,1074,0,24,1809
"Total","Total","Total","55890","Wellington Central","Wellington Central",138,10212,903,1899,9462,9912,1950,7938,150,1230,43794,342,10041,1014,1425,9564,9768,2244,7299,165,1197,43059
"55900","Te Aro","Te Aro","Total","Total","Total",543,699,75,69,684,66,126,4647,0,87,7002,1395,693,102,84,1056,111,147,4668,0,186,8439
"Total","Total","Total","55900","Te Aro","Te Aro",543,5667,1005,690,3075,1701,810,4506,36,570,18603,1395,4968,1083,570,3072,1440,777,4023,30,561,17919
"55910","Aro Valley","Aro Valley","Total","Total","Total",186,351,36,42,279,18,123,975,0,54,2061,384,411,39,48,339,18,111,906,0,72,2328
"Total","Total","Total","55910","Aro Valley","Aro Valley",186,93,24,6,18,6,9,75,0,12,426,384,117,24,9,33,9,9,54,0,9,651
"55920","Oriental Bay","Oriental Bay","Total","Total","Total",123,150,30,12,63,6,48,288,0,18,738,171,165,15,6,60,6,51,267,0,27,774
"Total","Total","Total","55920","Oriental Bay","Oriental Bay",123,123,12,9,39,6,9,78,0,12,414,171,117,18,12,45,12,9,42,0,12,438
"55930","Mount Victoria","Mount Victoria","Total","Total","Total",267,441,51,48,378,18,165,1425,0,57,2850,522,453,57,48,462,15,126,1308,0,93,3087
"Total","Total","Total","55930","Mount Victoria","Mount Victoria",267,462,18,15,39,24,24,105,0,15,969,522,387,30,18,60,21,36,102,0,18,1191
"55940","Hataitai","Hataitai","Total","Total","Total",333,1158,126,111,1059,9,270,438,0,120,3627,825,1137,132,111,1197,18,306,330,0,135,4185
"Total","Total","Total","55940","Hataitai","Hataitai",333,378,51,18,54,12,45,78,0,9,978,825,345,48,18,66,12,42,75,3,24,1455
"55950","Brooklyn","Brooklyn","Total","Total","Total",387,1161,153,126,759,12,159,717,0,123,3594,858,1179,174,132,903,12,243,552,3,147,4200
"Total","Total","Total","55950","Brooklyn","Brooklyn",387,216,51,12,33,0,9,51,0,12,777,858,246,63,18,48,6,6,72,0,15,1335
"55960","Mount Cook","Mount Cook","Total","Total","Total",261,606,57,63,570,24,132,1899,3,69,3681,585,597,60,57,819,30,144,1776,0,111,4179
"Total","Total","Total","55960","Mount Cook","Mount Cook",261,969,234,66,168,63,66,339,3,81,2247,585,1023,234,81,198,66,111,357,0,78,2733
"55970","Newtown","Newtown","Total","Total","Total",330,1020,90,102,1428,27,345,975,0,120,4440,798,1029,117,117,1464,39,297,1233,0,183,5274
"Total","Total","Total","55970","Newtown","Newtown",330,2421,147,159,378,66,171,843,3,54,4578,798,4128,255,303,840,189,354,1434,0,183,8487
"55980","Kingston-Mornington-Vogeltown","Kingston-Mornington-Vogeltown","Total","Total","Total",141,594,69,54,411,9,87,147,0,57,1566,354,588,75,69,438,3,123,150,0,72,1875
"Total","Total","Total","55980","Kingston-Mornington-Vogeltown","Kingston-Mornington-Vogeltown",141,51,9,3,6,0,0,9,0,0,216,354,51,15,3,15,3,3,15,0,0,459
"55990","Kilbirnie-Rongotai","Kilbirnie-Rongotai","Total","Total","Total",207,687,96,78,609,6,129,216,0,60,2085,411,795,111,69,642,12,129,222,0,60,2454
"Total","Total","Total","55990","Kilbirnie-Rongotai","Kilbirnie-Rongotai",207,2475,267,144,363,27,120,420,0,138,4161,411,3054,324,186,438,36,111,363,3,156,5088
"56000","Ōwhiro Bay","Owhiro Bay","Total","Total","Total",108,450,66,63,120,3,48,27,0,45,930,234,462,63,48,168,0,84,27,0,33,1122
"Total","Total","Total","56000","Ōwhiro Bay","Owhiro Bay",108,144,42,12,12,0,9,24,0,3,354,234,177,51,15,12,3,6,21,0,9,528
"56010","Berhampore","Berhampore","Total","Total","Total",117,516,57,57,522,3,129,222,0,36,1665,303,516,39,57,522,3,177,234,0,66,1923
"Total","Total","Total","56010","Berhampore","Berhampore",117,225,27,21,51,6,6,87,0,3,546,303,201,21,18,39,3,9,90,0,9,690
"56020","Melrose","Melrose","Total","Total","Total",63,306,27,33,153,3,63,39,0,18,699,168,249,24,24,147,3,84,48,0,15,762
"Total","Total","Total","56020","Melrose","Melrose",63,60,15,9,6,3,3,6,0,0,168,168,12,3,0,0,3,3,0,0,0,189
"56030","Lyall Bay","Lyall Bay","Total","Total","Total",135,513,63,48,306,3,90,93,0,27,1278,300,486,69,42,360,0,105,96,3,30,1494
"Total","Total","Total","56030","Lyall Bay","Lyall Bay",135,126,15,9,18,3,6,30,0,6,351,300,108,30,9,24,0,6,36,0,9,519
"56040","Island Bay","Island Bay","Total","Total","Total",351,1374,174,147,765,9,249,153,0,108,3327,837,1350,180,114,783,12,342,168,3,129,3909
"Total","Total","Total","56040","Island Bay","Island Bay",351,387,57,24,54,9,21,102,0,12,1014,837,348,60,30,63,3,27,126,0,24,1515
"56050","Houghton Bay","Houghton Bay","Total","Total","Total",90,354,33,33,165,3,81,27,0,27,816,225,312,42,36,147,0,90,24,0,36,912
"Total","Total","Total","56050","Houghton Bay","Houghton Bay",90,63,6,3,9,0,3,12,0,0,192,225,48,9,3,9,0,0,6,0,0,300
"56060","Southgate","Southgate","Total","Total","Total",63,267,30,36,90,0,27,18,0,27,555,144,243,21,39,81,0,48,15,0,15,606
"Total","Total","Total","56060","Southgate","Southgate",63,12,6,0,0,0,0,0,0,0,81,144,12,6,0,3,0,0,0,0,0,162
"56070","Maupuia","Maupuia","Total","Total","Total",66,285,48,42,150,0,27,39,0,18,678,162,342,48,36,153,0,30,24,0,12,813
"Total","Total","Total","56070","Maupuia","Maupuia",66,48,12,9,9,0,9,6,0,3,159,162,36,9,6,6,3,0,3,0,0,225
"56080","Roseneath","Roseneath","Total","Total","Total",129,315,36,39,216,3,93,189,0,36,1050,252,291,33,27,213,9,132,159,0,45,1164
"Total","Total","Total","56080","Roseneath","Roseneath",129,36,9,3,3,0,0,15,0,0,201,252,33,15,0,9,3,0,3,0,0,315
"56090","Karaka Bay-Worser Bay","Karaka Bay-Worser Bay","Total","Total","Total",114,369,45,27,87,0,33,18,3,21,714,255,306,36,18,99,0,48,21,0,18,798
"Total","Total","Total","56090","Karaka Bay-Worser Bay","Karaka Bay-Worser Bay",114,45,9,6,6,0,0,9,0,3,192,255,39,9,6,9,0,3,6,0,0,324
"56100","Miramar","Miramar","Total","Total","Total",378,1941,258,204,942,0,216,351,0,123,4413,996,1974,270,210,924,3,261,318,0,126,5079
"Total","Total","Total","56100","Miramar","Miramar",378,1908,150,93,240,9,120,333,0,75,3297,996,1680,174,102,237,12,129,291,0,84,3708
"56110","Seatoun","Seatoun","Total","Total","Total",183,501,63,30,180,0,63,30,3,27,1080,297,468,63,39,156,0,66,15,0,39,1146
"Total","Total","Total","56110","Seatoun","Seatoun",183,102,21,6,9,0,3,18,0,0,345,297,102,24,3,15,0,6,15,0,0,468
"56120","Strathmore (Wellington City)","Strathmore (Wellington City)","Total","Total","Total",147,744,90,72,276,3,78,72,0,51,1536,348,732,105,84,273,3,102,63,0,48,1755
"Total","Total","Total","56120","Strathmore (Wellington City)","Strathmore (Wellington City)",147,216,27,6,24,3,15,48,0,9,495,348,252,27,9,21,0,15,45,3,6,723
"56130","Masterton District Rural","Masterton District Rural","Total","Total","Total",900,1185,282,45,0,54,9,36,0,54,2562,1068,1407,312,57,3,42,15,39,0,45,2988
"Total","Total","Total","56130","Masterton District Rural","Masterton District Rural",900,648,156,63,0,3,9,51,0,48,1875,1068,582,195,57,3,3,9,36,0,33,1983
"56140","Solway","Solway","Total","Total","Total",243,1305,264,102,3,54,42,60,0,15,2091,393,1776,369,126,3,63,45,60,0,18,2847
"Total","Total","Total","56140","Solway","Solway",243,633,201,48,3,0,27,45,0,12,1212,393,921,237,51,6,3,18,39,0,9,1671
"56150","Lansdowne","Lansdowne","Total","Total","Total",219,876,183,57,3,24,21,63,0,18,1467,264,1209,222,102,0,33,18,72,0,15,1935
"Total","Total","Total","56150","Lansdowne","Lansdowne",219,642,54,36,0,0,12,30,0,3,999,264,1014,75,51,3,3,15,39,0,9,1473
"56160","Masterton West","Masterton West","Total","Total","Total",246,1161,204,87,0,54,66,147,0,12,1974,333,1395,273,105,3,69,42,159,0,9,2388
"Total","Total","Total","56160","Masterton West","Masterton West",246,3276,573,189,12,12,111,252,0,42,4716,333,4146,657,279,18,12,93,252,0,42,5832
"56170","Masterton East","Masterton East","Total","Total","Total",90,660,102,81,3,18,24,75,0,9,1062,165,876,126,90,0,12,21,60,0,12,1371
"Total","Total","Total","56170","Masterton East","Masterton East",90,189,24,12,0,0,0,9,0,0,327,165,255,51,9,0,0,6,18,0,3,510
"56180","Carterton District Rural","Carterton District Rural","Total","Total","Total",585,672,165,36,3,93,9,27,0,24,1614,792,981,192,42,6,90,12,30,0,30,2169
"Total","Total","Total","56180","Carterton District Rural","Carterton District Rural",585,612,162,36,3,0,15,30,0,30,1473,792,1056,264,72,3,9,27,39,0,27,2283
"56190","Carterton","Carterton","Total","Total","Total",252,906,159,42,9,126,30,93,0,9,1623,507,1278,240,99,15,132,36,96,3,9,2415
"Total","Total","Total","56190","Carterton","Carterton",252,612,96,33,0,3,30,84,0,3,1116,507,768,132,57,9,6,24,81,0,6,1587
"56200","South Wairarapa District West","South Wairarapa District West","Total","Total","Total",708,1200,225,69,12,360,18,120,0,48,2766,1275,1629,327,81,27,348,27,147,0,45,3909
"Total","Total","Total","56200","South Wairarapa District West","South Wairarapa District West",708,849,150,57,6,6,15,117,0,45,1953,1275,1143,189,78,15,9,21,135,0,42,2916
"56210","South Wairarapa District East","South Wairarapa District East","Total","Total","Total",513,513,105,24,0,108,27,78,3,24,1389,672,687,165,27,0,81,27,81,0,27,1770
"Total","Total","Total","56210","South Wairarapa District East","South Wairarapa District East",513,582,111,33,0,3,21,75,0,21,1365,672,807,174,66,6,6,30,78,3,18,1857
"56300","Islands Bay of Plenty Region","Islands Bay of Plenty Region","Total","Total","Total",9,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
"Total","Total","Total","56300","Islands Bay of Plenty Region","Islands Bay of Plenty Region",9,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
"60020","Golden Bay","Golden Bay","Total","Total","Total",771,996,126,45,3,0,87,129,0,39,2199,855,1170,174,57,0,0,108,132,0,45,2541
"Total","Total","Total","60020","Golden Bay","Golden Bay",771,981,126,42,0,0,90,126,3,39,2178,855,1122,177,60,0,0,108,129,6,42,2499
"60040","Motueka Rural","Motueka Rural","Total","Total","Total",540,1050,183,60,0,3,81,93,9,15,2034,666,1215,267,69,0,0,69,96,6,33,2424
"Total","Total","Total","60040","Motueka Rural","Motueka Rural",540,969,168,99,0,3,81,105,6,15,1986,666,1080,240,57,0,0,66,111,6,27,2259
"60050","Waimea-Brightwater","Waimea-Brightwater","Total","Total","Total",1053,1761,435,66,3,0,54,72,3,36,3483,1344,2271,528,90,3,0,72,84,0,57,4452
"Total","Total","Total","60050","Waimea-Brightwater","Waimea-Brightwater",1053,1005,303,81,0,0,51,63,0,18,2571,1344,1281,387,87,6,0,45,72,0,12,3234
"60060","Motueka","Motueka","Total","Total","Total",363,1623,336,183,3,0,177,207,0,30,2919,510,1974,411,90,0,0,162,219,0,48,3420
"Total","Total","Total","60060","Motueka","Motueka",363,1782,333,135,3,0,180,204,3,27,3027,510,2088,402,90,3,0,168,210,0,48,3522
"60070","Tasman District South","Tasman District South","Total","Total","Total",579,522,135,51,0,0,21,90,0,24,1416,648,660,192,36,0,3,36,117,0,21,1716
"Total","Total","Total","60070","Tasman District South","Tasman District South",579,378,120,48,3,0,21,90,0,21,1260,648,450,186,45,0,0,30,108,0,18,1485
"60080","Moutere Coast","Moutere Coast","Total","Total","Total",300,576,138,33,3,0,27,42,0,6,1128,423,681,147,27,6,3,27,54,0,18,1377
"Total","Total","Total","60080","Moutere Coast","Moutere Coast",300,234,45,15,0,0,24,36,0,3,654,423,267,69,12,0,0,27,57,0,9,861
"60090","Wakefield","Wakefield","Total","Total","Total",378,780,243,45,3,0,27,33,0,9,1521,444,1068,288,63,0,0,24,48,0,33,1968
"Total","Total","Total","60090","Wakefield","Wakefield",378,222,96,24,0,0,12,27,0,6,765,444,318,123,24,0,0,12,39,0,9,975
"60100","Richmond Outer (Tasman District)","Richmond Outer (Tasman District)","Total","Total","Total",273,453,144,24,0,0,33,21,0,9,954,297,519,162,30,3,0,51,24,0,9,1095
"Total","Total","Total","60100","Richmond Outer (Tasman District)","Richmond Outer (Tasman District)",273,525,132,33,0,0,24,24,0,12,1029,297,825,267,57,3,0,45,36,0,12,1542
"60110","Richmond West (Tasman District)","Richmond West (Tasman District)","Total","Total","Total",48,132,27,9,0,0,9,21,0,3,249,189,711,186,30,9,0,66,60,3,12,1266
"Total","Total","Total","60110","Richmond West (Tasman District)","Richmond West (Tasman District)",48,999,372,39,6,0,54,27,0,18,1563,189,1551,528,75,9,0,129,69,3,30,2583
"60120","Richmond Centre (Tasman District)","Richmond Centre (Tasman District)","Total","Total","Total",429,1647,396,75,24,0,117,222,0,42,2955,516,2097,510,117,36,0,186,276,0,48,3789
"Total","Total","Total","60120","Richmond Centre (Tasman District)","Richmond Centre (Tasman District)",429,1767,339,96,27,3,111,258,0,21,3048,516,2304,336,165,57,3,219,360,0,54,4017
"60130","Templemore","Templemore","Total","Total","Total",282,933,237,39,15,0,60,90,0,24,1683,378,1239,273,69,15,3,108,132,0,24,2241
"Total","Total","Total","60130","Templemore","Templemore",282,414,54,21,3,0,24,42,0,6,849,378,525,48,30,3,0,48,60,0,12,1104
"60140","Richmond South (Tasman District)","Richmond South (Tasman District)","Total","Total","Total",54,150,45,12,0,0,6,6,0,3,273,84,285,87,12,6,0,24,9,0,9,513
"Total","Total","Total","60140","Richmond South (Tasman District)","Richmond South (Tasman District)",54,117,42,3,0,0,12,3,0,0,231,84,129,51,3,0,0,12,6,0,3,285
"60150","Nelson City Rural","Nelson City Rural","Total","Total","Total",237,417,105,24,3,0,24,12,0,12,834,273,513,108,18,0,0,33,9,0,18,972
"Total","Total","Total","60150","Nelson City Rural","Nelson City Rural",237,75,24,3,0,0,9,6,0,0,357,273,144,39,9,0,0,15,6,0,3,489
"60160","Inlets Nelson City","Inlets Nelson City","Total","Total","Total",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,6,27
"Total","Total","Total","60160","Inlets Nelson City","Inlets Nelson City",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
"60170","Tāhunanui","Tahunanui","Total","Total","Total",174,579,72,33,12,0,69,75,0,12,1026,204,735,111,42,30,0,93,75,0,27,1320
"Total","Total","Total","60170","Tāhunanui","Tahunanui",174,291,75,21,6,0,30,45,0,6,651,204,411,84,36,15,0,42,33,0,21,849
"60180","Marybank","Marybank","Total","Total","Total",90,243,51,15,6,3,18,9,0,3,435,108,261,54,9,6,0,33,6,0,6,483
"Total","Total","Total","60180","Marybank","Marybank",90,39,3,3,0,0,6,6,0,3,144,108,30,3,0,0,0,3,3,0,0,150
"60190","Atawhai","Atawhai","Total","Total","Total",177,672,132,30,6,0,75,18,0,18,1128,297,756,129,36,9,0,99,12,0,21,1362
"Total","Total","Total","60190","Atawhai","Atawhai",177,87,27,3,0,0,3,9,0,0,306,297,108,30,3,0,0,12,6,0,0,459
"60200","Nelson Centre","Nelson Centre","Total","Total","Total",411,1020,156,54,18,0,144,432,3,39,2277,501,1143,207,75,33,0,243,486,0,66,2757
"Total","Total","Total","60200","Nelson Centre","Nelson Centre",411,6123,882,306,99,6,693,927,3,168,9627,501,7257,996,366,177,0,1209,960,3,267,11730
"60210","The Wood","The Wood","Total","Total","Total",171,435,81,15,12,0,90,183,0,9,996,174,519,99,27,12,0,150,216,3,24,1215
"Total","Total","Total","60210","The Wood","The Wood",171,378,33,15,3,0,60,69,0,6,738,174,411,24,15,9,0,84,66,0,9,789
"60220","Britannia-Washington","Britannia-Washington","Total","Total","Total",324,963,159,75,6,3,108,171,0,24,1830,396,1137,174,75,12,0,171,144,0,30,2136
"Total","Total","Total","60220","Britannia-Washington","Britannia-Washington",324,135,51,6,3,0,15,15,0,3,549,396,165,51,3,0,0,21,15,0,0,654
"60230","Maitai","Maitai","Total","Total","Total",99,231,42,6,3,0,75,93,0,9,561,132,246,42,9,3,0,99,90,0,9,630
"Total","Total","Total","60230","Maitai","Maitai",99,60,9,3,0,0,6,3,0,0,186,132,78,6,0,3,0,9,6,0,0,234
"60240","Tahuna Hills","Tahuna Hills","Total","Total","Total",210,714,135,36,12,0,81,39,0,18,1245,306,696,138,36,18,0,120,60,0,18,1392
"Total","Total","Total","60240","Tahuna Hills","Tahuna Hills",210,213,42,15,6,0,30,27,0,12,555,306,327,51,15,3,0,27,30,0,6,765
"60250","Toi Toi","Toi Toi","Total","Total","Total",72,345,51,21,3,0,48,33,0,18,591,87,408,69,24,12,0,96,33,3,21,747
"Total","Total","Total","60250","Toi Toi","Toi Toi",72,21,12,3,0,0,0,3,0,0,108,87,33,3,3,0,0,3,3,0,3,132
"60260","The Brook","The Brook","Total","Total","Total",96,420,63,24,3,3,81,63,0,15,768,162,441,84,24,9,0,129,60,0,15,924
"Total","Total","Total","60260","The Brook","The Brook",96,66,18,0,0,0,15,3,0,3,198,162,45,9,0,0,0,6,9,0,0,234
"60270","Victory","Victory","Total","Total","Total",63,282,51,15,6,0,42,57,0,6,522,99,357,60,27,3,0,63,72,0,12,696
"Total","Total","Total","60270","Victory","Victory",63,441,15,12,3,0,39,54,0,3,633,99,405,15,15,6,0,48,57,0,6,645
